"http://commons.wikimedia.org/wiki/Commons:Copyright_tags",,,,
"pd-lv","Public Domain","free-display",,
"bild-cc-by-sa/3.0","Creative Commons Attribution-ShareAlike 3.0","free-display",,
"pd-coa-latvia","Public Domain","free-display",,
"pd-britishgov","Public Domain","free-display",,
"pd-zw-currency","Public Domain","free-display",,
"pd-utente","Public domain","free-display",,
"gfdl-user-en-with-disclaimers","GNU Free Documentation License","free-display",,
"non-free film screenshot","Fair Use","nonfree",,
"non-free comic","Fair Use","nonfree",,
"pd-textlogo","Public Domain","free-display",,
"gfdl-with-disclaimers","GNU Free Documentation License","free-display",,
"pd-usgov-interior-nps","Public Domain","free-display",,
"non-free poster","Fair Use","nonfree",,
"gfdl-user-en-no-disclaimers","GNU Free Documentation License","free-display",,
"gfdl-self-no-disclaimers","GNU Free Documentation License","free-display",,
"gfdl-gmt","GNU Free Documentation License","free-display",,
"cc-sa","Creative Commons ShareAlike 1.0 Generic","free-display",,
"derivativeversions",,"unrelated",,
"location dec",,"unrelated",,
"marque déposée",,"nonfree",,
"bild-pd-alt","Public Domain","free-display",,
"non-free logo","Fair Use","nonfree",,
"geograph","Creative Commons Attribution-Share Alike 2.0 Generic","free-display",,
"gfdl-user-w","GNU Free Documentation License","free-display",,
"original upload log",,"unrelated",,
"cc-by-sa-3.0-migrated","Creative Commons Attribution-ShareAlike 3.0 Unported","free-display",,
"non-free book cover","Fair Use","nonfree",,
"int:license-header",,"unrelated",,
"non-free television screenshot","Fair Use","nonfree",,
"cng","GNU Free Documentation License","free-display",,
"pd-italia","Public Domain","free-display",,
"non-free video cover","Fair Use","nonfree",,
"cc-by","Creative Commons Attribution 1.0 Generic","free-display",,
"user:fir0002/20d","GNU Free Documentation License","free-display",,
"non-free fair use rationale",,"unrelated",,
"kremlin.ru","Creative Commons Attribution 3.0 Unported","free-display",,
"viollet-le-duc","Public Domain","free-display",,
"pd-usgov-military-air_force","Public Domain","free-display",,
"polishsymbol","Public Domain","free-display",,
"non-free game cover","Fair use","nonfree",,
"non-free game screenshot","Fair use","nonfree",,
"pd-usgov-interior-usgs","Public Domain","free-display",,
"copyrightedfreeuse","Copyrighted Free Use","free-display",,
"pd-rusempire","Public Domain","free-display",,
"pd-nasa","Public Domain","free-display",,
"gfdl-con-disclaimer","GNU Free Documentation License","free-display",,
"pd-text","Public Domain","free-display",,
"cc-by-sa-2.0-self","Creative Commons Attribution-Share Alike 2.0 Generic","free-display",,
"agenciabrasil","Creative Commons Attribution 2.5 Brazil","free-display",,
"plos","Creative Commons Attribution 2.5","free-display",,
"non-free promotional","Fair use","nonfree",,
"bild-pd-us","Public Domain","free-display",,
"scd gpl","GNU Free Documentation License","free-display",,
"crystal clear","GNU Free Documentation License","free-display",,
"gfdl-user-da","GNU Free Documentation License","free-display",,
"pd-nywt&s","Public Domain","free-display",,
"bild-by","Unrestricted Use with attribution","free-display",,
"pd-deutsche bundespost berlin stamps","Public Domain","free-display",,
"coa-germany-b1945","Public Domain","free-display",,
"non-free historic image","Fair use","nonfree",,
"money-us","Public Domain","free-display",,
"pd-italy","Public Domain","free-display",,
"pd-signature","Public Domain","free-display",,
"norightsreserved","Public Domain","free-display",,
"gfdl-self-en","GNU Free Documentation License","free-display",,
"pd-pre1978","Public Domain","free-display",,
"pd-trivial","Public Domain","free-display",,
"non-free 2d art","Fair use","nonfree",,
"de-cc-by-sa-2.0","Creative Commons Attribution-ShareAlike 2.0 Germany","free-display",,
"tango","Public Domain","free-display",,
"pd-scan","Public Domain","free-display",,
"pd-retouched-user","Public Domain","free-display",,
"cc-by-sa-all","Creative Commons Attribution-Share Alike","free-display",,
"pd-b-road-sign","Public Domain","free-display",,
"pd-nl-verkeersbord","Public Domain","free-display",,
"artwork",,"unrelated",,
"PD-old-auto","Public Domain","free-display",,
"pd-art-100","Public Domain","free-display",,
"money-eu","Trademarked but can be freely used","free-display",,
"cc-by-3.0-de","Creative Commons Attribution 3.0 Germany","free-display",,
"pd-russia-2008","Public Domain","free-display",,
"bild-cc-by-sa/2.0","Creative Commons Attribution-ShareAlike 2.0","free-display",,
"pd-dbz stamps","Public Domain","free-display",,
"bild-pd-§134","Public Domain","free-display",,
"pd-coins-krenzer","Public Domain","free-display",,
"flag-germany-b1945","Public Domain","free-display",,
"pd-usgov-dod","Public Domain","free-display",,
"musik-zitat",,"nonfree",,
"picswiss","GNU Free Documentation License","free-display",,
"bild-cc-by/2.0","Creative Commons Attribution 2.0","free-display",,
"gfdl 1.2","GNU Free Documentation License","free-display",,
"loc-pchrom","Public Domain","free-display",,
"user:smial/lizenz","GNU Free Documentation License","free-display",,
"stan shebs photo","Attribution-ShareAlike 3.0 Unported","free-display",,
"hurricane auto track map","Public Domain","free-display",,
"template:pd-german stamps","Public Domain","free-display",,
"creator:rob lavinsky",,"problematic",,
"cc-by-sa-2.5-ch","Attribution-ShareAlike 2.5 Switzerland","free-display",,
"pd-coa-switzerland","Public Domain","free-display",,
"james k. lindsey permission","Attribution-ShareAlike 3.0 Unported","free-display",,
"user:chris 73/license","GNU Free Documentation License","free-display",,
"information picswiss","GNU Free Documentation License","free-display",,
"user:bluefish.as/mylicensetemplateixusv2","","problematic",,
"user:evak/licence","GNU Free Documentation License","free-display",,
"kit-source",,"problematic",,
"cc-lukeford","Attribution-ShareAlike 2.5 Generic","free-display",,
"retouchedpicture",,"unrelated",,
"user:omegatron/license","GNU Free Documentation License","free-display",,
"imagenote",,"unrelated",,
"imagenoteend",,"unrelated",,
"pd-canada-photo","Public Domain","free-display",,
"pousbeeld","Public Domain","free-display",,
,,,,
,,,,
,,,,
,,"nonfree",,
,,"nonfree-display",,
,,"free-display",,
,,"unknown",,
,,"unrelated",,
,,"problematic",,
